"행정구역(시군구)별","성별","국적(지역)별","항목","단위","2022 년","2021 년","2020 년","2019 년",
"인천광역시","여자","르완다","지역, 국적 및 성별 등록외국인 현황[명]","명","9","5","2","1",
"인천광역시","여자","스위스","지역, 국적 및 성별 등록외국인 현황[명]","명","8","5","7","4",
"인천광역시","여자","에콰도르","지역, 국적 및 성별 등록외국인 현황[명]","명","7","5","4","4",
"인천광역시","여자","덴마크","지역, 국적 및 성별 등록외국인 현황[명]","명","3","2","3","2",
"인천광역시","여자","벨로루시","지역, 국적 및 성별 등록외국인 현황[명]","명","10","10","10","12",
"인천광역시","여자","콩고민주공화국","지역, 국적 및 성별 등록외국인 현황[명]","명","3","2","1","1",
"인천광역시","여자","말리","지역, 국적 및 성별 등록외국인 현황[명]","명","7","3","3","1",
"인천광역시","여자","그리스","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","오스트리아","지역, 국적 및 성별 등록외국인 현황[명]","명","5","6","2","1",
"인천광역시","여자","아제르바이잔","지역, 국적 및 성별 등록외국인 현황[명]","명","4","4","3","1",
"인천광역시","여자","루마니아","지역, 국적 및 성별 등록외국인 현황[명]","명","13","11","12","13",
"인천광역시","여자","핀란드","지역, 국적 및 성별 등록외국인 현황[명]","명","2","2","3","1",
"인천광역시","여자","칠레","지역, 국적 및 성별 등록외국인 현황[명]","명","11","6","6","5",
"인천광역시","여자","헝가리","지역, 국적 및 성별 등록외국인 현황[명]","명","4","4","4","5",
"인천광역시","여자","코트디부아르","지역, 국적 및 성별 등록외국인 현황[명]","명","3","1","0","0",
"인천광역시","여자","베네수엘라","지역, 국적 및 성별 등록외국인 현황[명]","명","14","10","9","9",
"인천광역시","여자","포르투갈","지역, 국적 및 성별 등록외국인 현황[명]","명","2","2","1","3",
"인천광역시","여자","앙골라","지역, 국적 및 성별 등록외국인 현황[명]","명","2","2","2","4",
"인천광역시","여자","이스라엘","지역, 국적 및 성별 등록외국인 현황[명]","명","2","3","1","1",
"인천광역시","여자","감비아","지역, 국적 및 성별 등록외국인 현황[명]","명","2","2","3","3",
"인천광역시","여자","체코","지역, 국적 및 성별 등록외국인 현황[명]","명","4","3","1","2",
"인천광역시","여자","불가리아","지역, 국적 및 성별 등록외국인 현황[명]","명","4","4","3","2",
"인천광역시","여자","아르헨티나","지역, 국적 및 성별 등록외국인 현황[명]","명","8","8","6","3",
"인천광역시","여자","무국적","지역, 국적 및 성별 등록외국인 현황[명]","명","10","7","","7",
"인천광역시","여자","마카오","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","2","2",
"인천광역시","여자","부룬디","지역, 국적 및 성별 등록외국인 현황[명]","명","0","2","0","1",
"인천광역시","여자","짐바브웨","지역, 국적 및 성별 등록외국인 현황[명]","명","9","10","7","4",
"인천광역시","여자","잠비아","지역, 국적 및 성별 등록외국인 현황[명]","명","5","8","10","10",
"인천광역시","여자","리투아니아","지역, 국적 및 성별 등록외국인 현황[명]","명","4","3","3","4",
"인천광역시","여자","파라과이","지역, 국적 및 성별 등록외국인 현황[명]","명","2","2","2","4",
"인천광역시","여자","과테말라","지역, 국적 및 성별 등록외국인 현황[명]","명","2","0","1","3",
"인천광역시","여자","쿠웨이트","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","피지","지역, 국적 및 성별 등록외국인 현황[명]","명","3","3","3","6",
"인천광역시","여자","볼리비아","지역, 국적 및 성별 등록외국인 현황[명]","명","2","2","3","5",
"인천광역시","여자","크로아티아","지역, 국적 및 성별 등록외국인 현황[명]","명","1","2","3","4",
"인천광역시","여자","도미니카공화국","지역, 국적 및 성별 등록외국인 현황[명]","명","2","2","1","2",
"인천광역시","여자","가봉","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","0","0",
"인천광역시","여자","아르메니아","지역, 국적 및 성별 등록외국인 현황[명]","명","3","3","2","3",
"인천광역시","여자","시에라리온","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","브루나이","지역, 국적 및 성별 등록외국인 현황[명]","명","2","0","0","0",
"인천광역시","여자","엘살바도르","지역, 국적 및 성별 등록외국인 현황[명]","명","3","4","4","5",
"인천광역시","여자","파나마","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","2",
"인천광역시","여자","모잠비크","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","1","2",
"인천광역시","여자","조지아","지역, 국적 및 성별 등록외국인 현황[명]","명","6","3","3","1",
"인천광역시","여자","팔레스타인","지역, 국적 및 성별 등록외국인 현황[명]","명","6","3","3","5",
"인천광역시","여자","코스타리카","지역, 국적 및 성별 등록외국인 현황[명]","명","5","5","6","4",
"인천광역시","여자","슬로바크","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","0","3",
"인천광역시","여자","미등록국가","지역, 국적 및 성별 등록외국인 현황[명]","명","2","2","","2",
"인천광역시","여자","세르비아","지역, 국적 및 성별 등록외국인 현황[명]","명","3","3","5","2",
"인천광역시","여자","토고","지역, 국적 및 성별 등록외국인 현황[명]","명","3","5","5","5",
"인천광역시","여자","부르키나파소","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","0","0",
"인천광역시","여자","온두라스","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","0","1",
"인천광역시","여자","자메이카","지역, 국적 및 성별 등록외국인 현황[명]","명","2","5","4","3",
"인천광역시","여자","영국외지민","지역, 국적 및 성별 등록외국인 현황[명]","명","4","4","3","4",
"인천광역시","여자","라트비아","지역, 국적 및 성별 등록외국인 현황[명]","명","6","4","3","2",
"인천광역시","여자","몰도바","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","1","1",
"인천광역시","여자","쿠바","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","1",
"인천광역시","여자","슬로베니아","지역, 국적 및 성별 등록외국인 현황[명]","명","1","2","1","1",
"인천광역시","여자","레바논","지역, 국적 및 성별 등록외국인 현황[명]","명","2","1","2","2",
"인천광역시","여자","에스토니아","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","0","0",
"인천광역시","여자","카타르","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","1","1",
"인천광역시","여자","아이티","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","0","0",
"인천광역시","여자","마다가스카르","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","0","1",
"인천광역시","여자","부탄","지역, 국적 및 성별 등록외국인 현황[명]","명","6","3","3","6",
"인천광역시","여자","베냉","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","3","3",
"인천광역시","여자","니카라과","지역, 국적 및 성별 등록외국인 현황[명]","명","1","2","0","0",
"인천광역시","여자","오만","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","우루과이","지역, 국적 및 성별 등록외국인 현황[명]","명","0","1","0","0",
"인천광역시","여자","콩고","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","국제연합","지역, 국적 및 성별 등록외국인 현황[명]","명","4","5","","6",
"인천광역시","여자","말라위","지역, 국적 및 성별 등록외국인 현황[명]","명","7","1","1","0",
"인천광역시","여자","알바니아","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","0","0",
"인천광역시","여자","보츠와나","지역, 국적 및 성별 등록외국인 현황[명]","명","1","3","4","4",
"인천광역시","여자","모리셔스","지역, 국적 및 성별 등록외국인 현황[명]","명","3","2","1","1",
"인천광역시","여자","트리니다드토바고","지역, 국적 및 성별 등록외국인 현황[명]","명","3","2","2","2",
"인천광역시","여자","키리바시","지역, 국적 및 성별 등록외국인 현황[명]","명","","0","0","0",
"인천광역시","여자","바레인","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","기니비사우","지역, 국적 및 성별 등록외국인 현황[명]","명","2","1","1","1",
"인천광역시","여자","소말리아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","키프로스","지역, 국적 및 성별 등록외국인 현황[명]","명","0","1","0","0",
"인천광역시","여자","룩셈부르크","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","남수단공화국","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","차드","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","에스와티니","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","1","1",
"인천광역시","여자","에리트레아","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","1","2",
"인천광역시","여자","아이슬란드","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","1",
"인천광역시","여자","보스니아-헤르체고비나","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","세인트크리스토퍼네비스","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","1",
"인천광역시","여자","모리타니","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","솔로몬군도","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","1","1",
"인천광역시","여자","북마케도니아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","중앙아프리카공화국","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","몰타","지역, 국적 및 성별 등록외국인 현황[명]","명","2","2","3","3",
"인천광역시","여자","적도기니","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","0","0",
"인천광역시","여자","바하마","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","몬테네그로","지역, 국적 및 성별 등록외국인 현황[명]","명","2","2","1","0",
"인천광역시","여자","코소보","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","바누아투","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","0","0",
"인천광역시","여자","레소토","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","니제르","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","몰디브","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","팔라우","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","파푸아뉴기니","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","코모로","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","벨리즈","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","1","0",
"인천광역시","여자","도미니카연방","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","나미비아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","그레나다","지역, 국적 및 성별 등록외국인 현황[명]","명","0","","","0",
"인천광역시","여자","통가","지역, 국적 및 성별 등록외국인 현황[명]","명","","0","0","0",
"인천광역시","여자","수리남","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","바베이도스","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","나우루","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","지부티","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","앤티카바부다","지역, 국적 및 성별 등록외국인 현황[명]","명","0","","","0",
"인천광역시","여자","안도라","지역, 국적 및 성별 등록외국인 현황[명]","명","","0","","0",
"인천광역시","여자","세인트루시아","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","0","1",
"인천광역시","여자","세이셸","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"인천광역시","여자","가이아나","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","2","0",
"인천광역시","여자","교황청","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","","",
"인천광역시","여자","영국외지시민","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","","",
"인천광역시","여자","영국속령지시민","지역, 국적 및 성별 등록외국인 현황[명]","명","","0","","",
"인천광역시","여자","홍콩거주난민","지역, 국적 및 성별 등록외국인 현황[명]","명","0","1","0","",
"인천광역시","여자","투발루","지역, 국적 및 성별 등록외국인 현황[명]","명","","","0","",
"인천광역시","여자","사모아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","","","",
"인천광역시","여자","마샬군도","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","","",
"인천광역시","여자","세인트빈센트그레나딘","지역, 국적 및 성별 등록외국인 현황[명]","명","0","","","",
"인천광역시","여자","기타","지역, 국적 및 성별 등록외국인 현황[명]","명","","","15","",
"광주광역시","계","계","지역, 국적 및 성별 등록외국인 현황[명]","명","22967","20934","21323","23825",
"광주광역시","계","한국계중국인","지역, 국적 및 성별 등록외국인 현황[명]","명","978","1025","1208","1396",
"광주광역시","계","중국","지역, 국적 및 성별 등록외국인 현황[명]","명","3633","3581","3455","4468",
"광주광역시","계","베트남","지역, 국적 및 성별 등록외국인 현황[명]","명","6448","5783","5568","5515",
"광주광역시","계","우즈베키스탄","지역, 국적 및 성별 등록외국인 현황[명]","명","1877","1858","2282","2679",
"광주광역시","계","필리핀","지역, 국적 및 성별 등록외국인 현황[명]","명","868","786","863","953",
"광주광역시","계","캄보디아","지역, 국적 및 성별 등록외국인 현황[명]","명","1301","1191","1104","1173",
"광주광역시","계","네팔","지역, 국적 및 성별 등록외국인 현황[명]","명","423","342","391","416",
"광주광역시","계","인도네시아","지역, 국적 및 성별 등록외국인 현황[명]","명","551","407","486","568",
"광주광역시","계","타이(태국)","지역, 국적 및 성별 등록외국인 현황[명]","명","527","429","408","410",
"광주광역시","계","미얀마","지역, 국적 및 성별 등록외국인 현황[명]","명","502","370","344","399",
"광주광역시","계","미국","지역, 국적 및 성별 등록외국인 현황[명]","명","357","366","356","403",
"광주광역시","계","몽골","지역, 국적 및 성별 등록외국인 현황[명]","명","560","503","526","555",
"광주광역시","계","일본","지역, 국적 및 성별 등록외국인 현황[명]","명","366","346","341","349",
"광주광역시","계","스리랑카","지역, 국적 및 성별 등록외국인 현황[명]","명","395","336","355","380",
"광주광역시","계","타이완(대만)","지역, 국적 및 성별 등록외국인 현황[명]","명","222","236","260","270",
"광주광역시","계","카자흐스탄","지역, 국적 및 성별 등록외국인 현황[명]","명","1019","801","856","1051",
"광주광역시","계","방글라데시","지역, 국적 및 성별 등록외국인 현황[명]","명","136","128","131","154",
"광주광역시","계","러시아(연방)","지역, 국적 및 성별 등록외국인 현황[명]","명","446","418","430","484",
"광주광역시","계","파키스탄","지역, 국적 및 성별 등록외국인 현황[명]","명","309","290","304","322",
"광주광역시","계","인도","지역, 국적 및 성별 등록외국인 현황[명]","명","402","355","328","344",
"광주광역시","계","키르기즈","지역, 국적 및 성별 등록외국인 현황[명]","명","178","167","177","233",
"광주광역시","계","영국","지역, 국적 및 성별 등록외국인 현황[명]","명","85","83","62","74",
"광주광역시","계","캐나다","지역, 국적 및 성별 등록외국인 현황[명]","명","68","82","81","104",
"광주광역시","계","말레이시아","지역, 국적 및 성별 등록외국인 현황[명]","명","71","60","61","68",
"광주광역시","계","프랑스","지역, 국적 및 성별 등록외국인 현황[명]","명","36","33","27","23",
"광주광역시","계","우크라이나","지역, 국적 및 성별 등록외국인 현황[명]","명","258","152","220","247",
"광주광역시","계","이집트","지역, 국적 및 성별 등록외국인 현황[명]","명","27","33","14","23",
"광주광역시","계","남아프리카공화국","지역, 국적 및 성별 등록외국인 현황[명]","명","75","66","65","56",
"광주광역시","계","나이지리아","지역, 국적 및 성별 등록외국인 현황[명]","명","73","67","61","52",
"광주광역시","계","독일","지역, 국적 및 성별 등록외국인 현황[명]","명","30","15","16","21",
"광주광역시","계","티모르민주공화국(동티모르)","지역, 국적 및 성별 등록외국인 현황[명]","명","44","38","35","44",
"광주광역시","계","홍콩","지역, 국적 및 성별 등록외국인 현황[명]","명","4","7","6","7",
"광주광역시","계","오스트레일리아","지역, 국적 및 성별 등록외국인 현황[명]","명","17","17","22","24",
"광주광역시","계","시리아","지역, 국적 및 성별 등록외국인 현황[명]","명","38","33","30","43",
"광주광역시","계","튀르키예","지역, 국적 및 성별 등록외국인 현황[명]","명","85","33","25","28",
"광주광역시","계","한국계러시아인","지역, 국적 및 성별 등록외국인 현황[명]","명","53","42","26","31",
"광주광역시","계","가나","지역, 국적 및 성별 등록외국인 현황[명]","명","22","22","19","19",
"광주광역시","계","모로코","지역, 국적 및 성별 등록외국인 현황[명]","명","14","14","8","8",
"광주광역시","계","이란","지역, 국적 및 성별 등록외국인 현황[명]","명","37","26","16","19",
"광주광역시","계","예멘공화국","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","6",
"광주광역시","계","라오스","지역, 국적 및 성별 등록외국인 현황[명]","명","49","37","35","33",
"광주광역시","계","사우디아라비아","지역, 국적 및 성별 등록외국인 현황[명]","명","10","13","5","0",
"광주광역시","계","에티오피아","지역, 국적 및 성별 등록외국인 현황[명]","명","17","13","9","17",
"광주광역시","계","이탈리아","지역, 국적 및 성별 등록외국인 현황[명]","명","5","7","7","5",
"광주광역시","계","카메룬","지역, 국적 및 성별 등록외국인 현황[명]","명","24","20","19","18",
"광주광역시","계","브라질","지역, 국적 및 성별 등록외국인 현황[명]","명","25","25","19","17",
"광주광역시","계","뉴질랜드","지역, 국적 및 성별 등록외국인 현황[명]","명","6","6","7","10",
"광주광역시","계","스페인","지역, 국적 및 성별 등록외국인 현황[명]","명","8","7","4","6",
"광주광역시","계","싱가포르","지역, 국적 및 성별 등록외국인 현황[명]","명","9","3","2","3",
"광주광역시","계","네덜란드","지역, 국적 및 성별 등록외국인 현황[명]","명","4","3","2","1",
"광주광역시","계","아일랜드","지역, 국적 및 성별 등록외국인 현황[명]","명","17","18","16","21",
"광주광역시","계","멕시코","지역, 국적 및 성별 등록외국인 현황[명]","명","13","7","5","10",
"광주광역시","계","아랍에미리트연합","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"광주광역시","계","라이베리아","지역, 국적 및 성별 등록외국인 현황[명]","명","27","29","26","26",
"광주광역시","계","타지키스탄","지역, 국적 및 성별 등록외국인 현황[명]","명","10","9","11","14",
"광주광역시","계","우간다","지역, 국적 및 성별 등록외국인 현황[명]","명","8","8","6","6",
"광주광역시","계","스웨덴","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"광주광역시","계","알제리","지역, 국적 및 성별 등록외국인 현황[명]","명","1","4","2","2",
"광주광역시","계","콜롬비아","지역, 국적 및 성별 등록외국인 현황[명]","명","3","3","1","1",
"광주광역시","계","리비아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","1",
"광주광역시","계","케냐","지역, 국적 및 성별 등록외국인 현황[명]","명","23","22","25","23",
"광주광역시","계","폴란드","지역, 국적 및 성별 등록외국인 현황[명]","명","9","2","6","1",
"광주광역시","계","세네갈","지역, 국적 및 성별 등록외국인 현황[명]","명","0","1","0","1",
"광주광역시","계","페루","지역, 국적 및 성별 등록외국인 현황[명]","명","8","9","10","8",
"광주광역시","계","아프가니스탄","지역, 국적 및 성별 등록외국인 현황[명]","명","4","1","1","13",
"광주광역시","계","벨기에","지역, 국적 및 성별 등록외국인 현황[명]","명","4","6","4","5",
"광주광역시","계","이라크","지역, 국적 및 성별 등록외국인 현황[명]","명","21","21","20","24",
"광주광역시","계","요르단","지역, 국적 및 성별 등록외국인 현황[명]","명","2","2","1","4",
"광주광역시","계","투르크메니스탄","지역, 국적 및 성별 등록외국인 현황[명]","명","4","3","5","4",
"광주광역시","계","튀니지","지역, 국적 및 성별 등록외국인 현황[명]","명","4","4","1","1",
"광주광역시","계","노르웨이","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","0","0",
"광주광역시","계","기니","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","1","1",
"광주광역시","계","수단","지역, 국적 및 성별 등록외국인 현황[명]","명","6","5","4","1",
"광주광역시","계","탄자니아","지역, 국적 및 성별 등록외국인 현황[명]","명","2","3","3","4",
"광주광역시","계","르완다","지역, 국적 및 성별 등록외국인 현황[명]","명","13","13","12","10",
"광주광역시","계","스위스","지역, 국적 및 성별 등록외국인 현황[명]","명","2","1","1","0",
"광주광역시","계","에콰도르","지역, 국적 및 성별 등록외국인 현황[명]","명","3","6","5","8",
"광주광역시","계","덴마크","지역, 국적 및 성별 등록외국인 현황[명]","명","2","4","5","6",
"광주광역시","계","벨로루시","지역, 국적 및 성별 등록외국인 현황[명]","명","0","1","1","0",
"광주광역시","계","콩고민주공화국","지역, 국적 및 성별 등록외국인 현황[명]","명","5","6","6","6",
"광주광역시","계","말리","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","1","1",
"광주광역시","계","그리스","지역, 국적 및 성별 등록외국인 현황[명]","명","8","4","1","2",
"광주광역시","계","오스트리아","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","0","0",
"광주광역시","계","아제르바이잔","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","1","0",
"광주광역시","계","루마니아","지역, 국적 및 성별 등록외국인 현황[명]","명","6","6","6","8",
"광주광역시","계","핀란드","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","1","6",
"광주광역시","계","칠레","지역, 국적 및 성별 등록외국인 현황[명]","명","3","2","1","2",
"광주광역시","계","헝가리","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","1","2",
"광주광역시","계","코트디부아르","지역, 국적 및 성별 등록외국인 현황[명]","명","0","1","0","1",
"광주광역시","계","베네수엘라","지역, 국적 및 성별 등록외국인 현황[명]","명","2","1","2","2",
"광주광역시","계","포르투갈","지역, 국적 및 성별 등록외국인 현황[명]","명","2","4","3","4",
"광주광역시","계","앙골라","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","0","1",
"광주광역시","계","이스라엘","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","3",
"광주광역시","계","감비아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","1",
"광주광역시","계","체코","지역, 국적 및 성별 등록외국인 현황[명]","명","6","2","1","2",
"광주광역시","계","불가리아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","1","0","1",
"광주광역시","계","아르헨티나","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","1",
"광주광역시","계","무국적","지역, 국적 및 성별 등록외국인 현황[명]","명","7","2","","2",
"광주광역시","계","마카오","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"광주광역시","계","부룬디","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"광주광역시","계","짐바브웨","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"광주광역시","계","잠비아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"광주광역시","계","리투아니아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","1","2",
"광주광역시","계","파라과이","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"광주광역시","계","과테말라","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","1",
"광주광역시","계","쿠웨이트","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"광주광역시","계","피지","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","0","0",
"광주광역시","계","볼리비아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","1","1",
"광주광역시","계","크로아티아","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","1","1",
"광주광역시","계","도미니카공화국","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","1","0",
"광주광역시","계","가봉","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","2","2",
"광주광역시","계","아르메니아","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","2","1",
"광주광역시","계","시에라리온","지역, 국적 및 성별 등록외국인 현황[명]","명","11","10","13","13",
"광주광역시","계","브루나이","지역, 국적 및 성별 등록외국인 현황[명]","명","2","1","2","2",
"광주광역시","계","엘살바도르","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","2","2",
"광주광역시","계","파나마","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"광주광역시","계","모잠비크","지역, 국적 및 성별 등록외국인 현황[명]","명","0","1","0","1",
"광주광역시","계","조지아","지역, 국적 및 성별 등록외국인 현황[명]","명","1","2","1","3",
"광주광역시","계","팔레스타인","지역, 국적 및 성별 등록외국인 현황[명]","명","0","1","0","0",
"광주광역시","계","코스타리카","지역, 국적 및 성별 등록외국인 현황[명]","명","3","2","2","3",
"광주광역시","계","슬로바크","지역, 국적 및 성별 등록외국인 현황[명]","명","2","1","0","0",
"광주광역시","계","미등록국가","지역, 국적 및 성별 등록외국인 현황[명]","명","4","6","","5",
"광주광역시","계","세르비아","지역, 국적 및 성별 등록외국인 현황[명]","명","4","4","1","0",
"광주광역시","계","토고","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","1","1",
"광주광역시","계","부르키나파소","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"광주광역시","계","온두라스","지역, 국적 및 성별 등록외국인 현황[명]","명","1","0","1","2",
"광주광역시","계","자메이카","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"광주광역시","계","영국외지민","지역, 국적 및 성별 등록외국인 현황[명]","명","2","3","3","2",
"광주광역시","계","라트비아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","2",
"광주광역시","계","몰도바","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"광주광역시","계","쿠바","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","0","0",
"광주광역시","계","슬로베니아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","1",
"광주광역시","계","레바논","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","1","1",
"광주광역시","계","에스토니아","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","1",
"광주광역시","계","카타르","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"광주광역시","계","아이티","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","1","1",
"광주광역시","계","마다가스카르","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"광주광역시","계","부탄","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","1",
"광주광역시","계","베냉","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"광주광역시","계","니카라과","지역, 국적 및 성별 등록외국인 현황[명]","명","2","1","1","1",
"광주광역시","계","오만","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"광주광역시","계","우루과이","지역, 국적 및 성별 등록외국인 현황[명]","명","1","1","1","1",
"광주광역시","계","콩고","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"광주광역시","계","국제연합","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","","0",
"광주광역시","계","말라위","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"광주광역시","계","알바니아","지역, 국적 및 성별 등록외국인 현황[명]","명","1","2","1","1",
"광주광역시","계","보츠와나","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","1","1",
"광주광역시","계","모리셔스","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","1","1",
"광주광역시","계","트리니다드토바고","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
"광주광역시","계","키리바시","지역, 국적 및 성별 등록외국인 현황[명]","명","","0","0","0",
"광주광역시","계","바레인","지역, 국적 및 성별 등록외국인 현황[명]","명","0","0","0","0",
